"","pubyear","citations"
"17319",2012,"17319. J Viral Hepat. 2012 Feb;19(2):e11-7. "
"17320",2012,"17320. J Viral Hepat. 2012 Feb;19(2):88-93. "
"17321",2012,"17321. Lancet Infect Dis. 2012 Feb;12(2):136-41. "
"17322",2012,"17322. Laryngoscope. 2012 Feb;122(2):452-9. "
"17323",2012,"17323. Law Hum Behav. 2012 Feb;36(1):1-12. "
"17324",2012,"17324. Leuk Res. 2012 Feb;36(2):186-91. "
"17325",2012,"17325. Lin Chung Er Bi Yan Hou Tou Jing Wai Ke Za Zhi. 2012 Feb;26(3):110-3, 117"
"17326",2012,"17326. Liver Int. 2012 Feb;32(2):231-40. "
"17327",2012,"17327. Menopause. 2012 Feb;19(2):126-32. "
"17328",2012,"17328. Mol Biol Rep. 2012 Feb;39(2):2039-44. "
"17329",2012,"17329. Mol Biol Rep. 2012 Feb;39(2):1809-13. "
"17330",2012,"17330. Mol Biol Rep. 2012 Feb;39(2):1997-2002. "
"17331",2012,"17331. Mol Biol Rep. 2012 Feb;39(2):1575-83. "
"17332",2012,"17332. Mol Biol Rep. 2012 Feb;39(2):1283-6. "
"17333",2012,"17333. Mol Biol Rep. 2012 Feb;39(2):1609-16. "
"17334",2012,"17334. Mol Biol Rep. 2012 Feb;39(2):1731-8. "
"17335",2012,"17335. Mol Biol Rep. 2012 Feb;39(2):1371-6. "
"17336",2012,"17336. Mol Biol Rep. 2012 Feb;39(2):1435-40. "
"17337",2012,"17337. Mol Biol Rep. 2012 Feb;39(2):1509-16. "
"17338",2012,"17338. Mol Biol Rep. 2012 Feb;39(2):1293-303. "
"17339",2012,"17339. Mol Biol Rep. 2012 Feb;39(2):1305-13. "
"17340",2012,"17340. Mol Biol Rep. 2012 Feb;39(2):1113-8. "
"17341",2012,"17341. Mol Biol Rep. 2012 Feb;39(2):805-16. "
"17342",2012,"17342. Mol Cell Biochem. 2012 Feb;361(1-2):297-304. "
"17343",2012,"17343. Mov Disord. 2012 Feb;27(2):206-10. "
"17344",2012,"17344. Nephrol Dial Transplant. 2012 Feb;27(2):825-32. "
"17345",2012,"17345. Nephrol Dial Transplant. 2012 Feb;27(2):647-56. "
"17346",2012,"17346. Nephrol Dial Transplant. 2012 Feb;27(2):640-6. "
"17347",2012,"17347. Neuroimage. 2012 Feb 1;59(3):2771-82. "
"17348",2012,"17348. Neuroimage. 2012 Feb 1;59(3):2962-73. "
"17349",2012,"17349. Neuromuscul Disord. 2012 Feb;22(2):131-8. "
"17350",2012,"17350. Neuropharmacology. 2012 Feb;62(2):598-606. "
"17351",2012,"17351. Neurosci Biobehav Rev. 2012 Feb;36(2):757-63. "
"17352",2012,"17352. Neurosci Biobehav Rev. 2012 Feb;36(2):747-56. "
"17353",2012,"17353. Neurosci Biobehav Rev. 2012 Feb;36(2):901-42. "
"17354",2012,"17354. Obes Surg. 2012 Feb;22(2):335-41. "
"17355",2012,"17355. Obesity (Silver Spring). 2012 Feb;20(2):396-406. "
"17356",2012,"17356. Ostomy Wound Manage. 2012 Feb;58(2):34-40"
"17357",2012,"17357. Otol Neurotol. 2012 Feb;33(2):230-8. "
"17358",2012,"17358. Pacing Clin Electrophysiol. 2012 Feb;35(2):131-4. "
"17359",2012,"17359. Pain Med. 2012 Feb;13(2):150-74. "
"17360",2012,"17360. Pediatrics. 2012 Feb;129(2):318-29. "
"17361",2012,"17361. Pers Soc Psychol Rev. 2012 Feb;16(1):54-75. "
"17362",2012,"17362. Pers Soc Psychol Rev. 2012 Feb;16(1):76-99. "
"17363",2012,"17363. Pharmacogenet Genomics. 2012 Feb;22(2):117-33. "
"17364",2012,"17364. PLoS Med. 2012 Feb;9(2):e1001177. "
"17365",2012,"17365. Pol Przegl Chir. 2012 Feb;84(2):70-5. "
"17366",2012,"17366. Psychol Med. 2012 Feb;42(2):295-307. "
"17367",2012,"17367. Psychol Sci. 2012 Feb;23(2):161-2. "
"17368",2012,"17368. Pulm Pharmacol Ther. 2012 Feb;25(1):62-8. "
"17369",2012,"17369. QJM. 2012 Feb;105(2):145-57. "
"17370",2012,"17370. Respir Med. 2012 Feb;106(2):155-72. "
"17371",2012,"17371. Resuscitation. 2012 Feb;83(2):159-67. "
"17372",2012,"17372. Resuscitation. 2012 Feb;83(2):188-96. "
"17373",2012,"17373. Rev Chilena Infectol. 2012 Feb;29(1):82-6. "
"17374",2012,"17374. Rheumatol Int. 2012 Feb;32(2):417-26. "
"17375",2012,"17375. Rheumatology (Oxford). 2012 Feb;51(2):250-61. "
"17376",2012,"17376. Scand J Gastroenterol. 2012 Feb;47(2):129-35. "
"17377",2012,"17377. Schizophr Res. 2012 Feb;134(2-3):202-6. "
"17378",2012,"17378. Schmerz. 2012 Feb;26(1):16-26. "
"17379",2012,"17379. Sex Transm Dis. 2012 Feb;39(2):104-13. "
"17380",2012,"17380. Sleep Med Rev. 2012 Feb;16(1):83-94. "
"17381",2012,"17381. Sports Med. 2012 Feb 1;42(2):153-64. "
"17382",2012,"17382. Stroke. 2012 Feb;43(2):422-31. "
"17383",2012,"17383. Stroke. 2012 Feb;43(2):432-40. "
"17384",2012,"17384. Surg Laparosc Endosc Percutan Tech. 2012 Feb;22(1):5-11. "
"17385",2012,"17385. Tech Coloproctol. 2012 Feb;16(1):37-53. "
"17386",2012,"17386. Urol Res. 2012 Feb;40(1):67-77. "
"17387",2012,"17387. Vascular. 2012 Feb;20(1):20-35. "
"17388",2012,"17388. Worldviews Evid Based Nurs. 2012 Feb;9(1):2-17. "
"17389",2012,"17389. Zhen Ci Yan Jiu. 2012 Feb;37(1):77-82"
"17390",2012,"17390. Zhong Xi Yi Jie He Xue Bao. 2012 Feb;10(2):141-53"
"17391",2012,"17391. Zhongguo Wei Zhong Bing Ji Jiu Yi Xue. 2012 Feb;24(2):78-82"
"17392",2012,"17392. Zhonghua Yu Fang Yi Xue Za Zhi. 2012 Feb;46(2):158-64"
"17393",2012,"17393. Br J Cancer. 2012 Jan 31;106(3):603-7. "
"17394",2012,"17394. BMJ. 2012 Jan 30;344:e70. "
"17395",2012,"17395. Lancet. 2012 Jan 28;379(9813):322-34. "
"17396",2012,"17396. Environ Health. 2012 Jan 27;11:5. "
"17397",2012,"17397. Int J Cardiol. 2012 Jan 26;154(2):183-6. "
"17398",2012,"17398. BMC Cancer. 2012 Jan 25;12:41. "
"17399",2012,"17399. Arch Intern Med. 2012 Jan 23;172(2):101-11. "
"17400",2012,"17400. Nat Genet. 2012 Jan 22;44(3):260-8. "
"17401",2012,"17401. World J Gastroenterol. 2012 Jan 21;18(3):279-84. "
"17402",2012,"17402. BMC Public Health. 2012 Jan 20;12:62. "
"17403",2012,"17403. Vaccine. 2012 Jan 20;30(5):886-92. "
"17404",2012,"17404. BMC Med. 2012 Jan 18;10:6. "
"17405",2012,"17405. Cochrane Database Syst Rev. 2012 Jan 18;1:CD009601. "
"17406",2012,"17406. Cochrane Database Syst Rev. 2012 Jan 18;1:CD009294. "
"17407",2012,"17407. Cochrane Database Syst Rev. 2012 Jan 18;1:CD009107. "
"17408",2012,"17408. Cochrane Database Syst Rev. 2012 Jan 18;1:CD009046. "
"17409",2012,"17409. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008781. "
"17410",2012,"17410. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008530. "
"17411",2012,"17411. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008427. "
"17412",2012,"17412. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008361. "
"17413",2012,"17413. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008207. "
"17414",2012,"17414. Cochrane Database Syst Rev. 2012 Jan 18;1:CD008101. "
"17415",2012,"17415. Cochrane Database Syst Rev. 2012 Jan 18;1:CD007966. "
"17416",2012,"17416. Cochrane Database Syst Rev. 2012 Jan 18;1:CD007678. "
"17417",2012,"17417. Cochrane Database Syst Rev. 2012 Jan 18;1:CD006640. "
"17418",2012,"17418. Cochrane Database Syst Rev. 2012 Jan 18;1:CD006219. "
"17419",2012,"17419. Cochrane Database Syst Rev. 2012 Jan 18;1:CD006122. "
"17420",2012,"17420. Cochrane Database Syst Rev. 2012 Jan 18;1:CD005060. "
"17421",2012,"17421. Cochrane Database Syst Rev. 2012 Jan 18;1:CD001046. "
"17422",2012,"17422. JAMA. 2012 Jan 18;307(3):294-303. "
"17423",2012,"17423. Neurosci Lett. 2012 Jan 17;507(1):52-6. "
"17424",2012,"17424. Transl Psychiatry. 2012 Jan 17;2:e69. "
"17425",2012,"17425. BMC Cancer. 2012 Jan 16;12:17. "
"17426",2012,"17426. Cardiovasc Diabetol. 2012 Jan 16;11:6. "
"17427",2012,"17427. Biol Psychiatry. 2012 Jan 15;71(2):136-45. "
"17428",2012,"17428. BMJ. 2012 Jan 15;346:e7492. "
"17429",2012,"17429. Int J Cancer. 2012 Jan 15;130(2):419-30. "
"17430",2012,"17430. J Neurol Sci. 2012 Jan 15;312(1-2):26-30. "
"17431",2012,"17431. AIDS. 2012 Jan 14;26(2):193-205. "
"17432",2012,"17432. Blood. 2012 Jan 12;119(2):469-75. "
"17433",2012,"17433. Int J Cardiol. 2012 Jan 12;154(1):78-81. "
"17434",2012,"17434. BMC Health Serv Res. 2012 Jan 10;12:10. "
"17435",2012,"17435. Cardiovasc Diabetol. 2012 Jan 10;11:3. "
"17436",2012,"17436. Gene. 2012 Jan 10;491(2):110-5. "
"17437",2012,"17437. Neuroscience. 2012 Jan 10;201:105-13. "
"17438",2012,"17438. Prog Neuropsychopharmacol Biol Psychiatry. 2012 Jan 10;36(1):11-6. "
"17439",2012,"17439. BMJ. 2012 Jan 9;344:e42. "
"17440",2012,"17440. Int J Biostat. 2012 Jan 6;8(2). pii:/j/ijb.2012.8.issue-2/1557-4679.1350/1557-4679.1350.xml. "
"17441",2012,"17441. Neurosci Lett. 2012 Jan 6;506(1):55-8. "
"17442",2012,"17442. BMC Cancer. 2012 Jan 5;12:7. "
"17443",2012,"17443. J Natl Cancer Inst. 2012 Jan 4;104(1):18-28. "
"17444",2012,"17444. Malar J. 2012 Jan 4;11:2. "
"17445",2012,"17445. Neuroimage. 2012 Jan 2;59(1):154-67. "
"17446",2012,"17446. Acta Cytol. 2012;56(4):333-9. "
"17447",2012,"17447. Acta Neurochir (Wien). 2012 Jan;154(1):1-9; discussion 9. "
"17448",2012,"17448. Acta Psychiatr Scand. 2012 Jan;125(1):15-24. "
"17449",2012,"17449. Addiction. 2012 Jan;107(1):51-9. "
"17450",2012,"17450. Adv Skin Wound Care. 2012 Jan;25(1):23-8. "
"17451",2012,"17451. Adv Ther. 2012 Jan;29(1):14-25. "
"17452",2012,"17452. Afr J Tradit Complement Altern Med. 2011 Dec 29;9(2):178-88. eCollection 2012"
"17453",2012,"17453. Ageing Res Rev. 2012 Jan;11(1):136-49. "
"17454",2012,"17454. Aging Ment Health. 2012;16(6):722-34. "
"17455",2012,"17455. Aging Ment Health. 2012;16(5):541-58. "
"17456",2012,"17456. AIDS Behav. 2012 Jan;16(1):79-85. "
"17457",2012,"17457. AIDS Care. 2012;24(12):1519-34. "
"17458",2012,"17458. AIDS Care. 2012;24(12):1487-95. "
"17459",2012,"17459. AIDS Care. 2012;24(9):1059-70. "
"17460",2012,"17460. AIDS Care. 2012;24(3):267-82. "
"17461",2012,"17461. Aliment Pharmacol Ther. 2012 Jan;35(2):222-37. "
"17462",2012,"17462. Aliment Pharmacol Ther. 2012 Jan;35(1):66-75. "
"17463",2012,"17463. Am J Chin Med. 2012;40(3):429-42"
"17464",2012,"17464. Am J Chin Med. 2012;40(1):25-37"
"17465",2012,"17465. Am J Clin Nutr. 2012 Jan;95(1):130-6. "
"17466",2012,"17466. Am J Clin Nutr. 2012 Jan;95(1):91-100. "
"17467",2012,"17467. Am J Gastroenterol. 2012 Jan;107(1):28-35; quiz 36. "
"17468",2012,"17468. Am J Hypertens. 2012 Jan;25(1):126-32. "
"17469",2012,"17469. Am J Manag Care. 2012 Jan 1;18(1):e23-30"
"17470",2012,"17470. Am J Med. 2012 Jan;125(1):66-78.e3. "
"17471",2012,"17471. Am J Med. 2012 Jan;125(1):87-99.e1. "
"17472",2012,"17472. Am J Med Genet B Neuropsychiatr Genet. 2012 Jan;159B(1):38-47. "
"17473",2012,"17473. Am J Nephrol. 2012;35(5):474-82. "
"17474",2012,"17474. Am J Orthopsychiatry. 2012 Jan;82(1):146-55. "
"17475",2012,"17475. Am J Ther. 2012 Jan;19(1):16-23. "
"17476",2012,"17476. Anaesth Intensive Care. 2012 Jan;40(1):17-32"
"17477",2012,"17477. Anesth Analg. 2012 Jan;114(1):159-69. "
"17478",2012,"17478. Angiol Sosud Khir. 2012;18(4):114-9"
"17479",2012,"17479. Ann Agric Environ Med. 2012;19(2):173-80"
"17480",2012,"17480. Ann Fam Med. 2012 Jan-Feb;10(1):63-74. "
"17481",2012,"17481. Ann Hum Genet. 2012 Jan;76(1):25-32. "
"17482",2012,"17482. Ann Hum Genet. 2012 Jan;76(1):9-16. "
"17483",2012,"17483. Ann Neurol. 2012 Jan;71(1):133-40. "
"17484",2012,"17484. Ann Noninvasive Electrocardiol. 2012 Jan;17(1):28-35. "
"17485",2012,"17485. Ann Nutr Metab. 2012;60(4):233-40. "
"17486",2012,"17486. Ann Nutr Metab. 2012;60(1):44-51. "
"17487",2012,"17487. Ann Oncol. 2012 Jan;23(1):37-45. "
"17488",2012,"17488. Ann Oncol. 2012 Jan;23(1):28-36. "
"17489",2012,"17489. Ann Rheum Dis. 2012 Jan;71(1):114-9. "
"17490",2012,"17490. Antivir Ther. 2012;17(2):255-64. "
"17491",2012,"17491. ANZ J Surg. 2012 Jan-Feb;82(1-2):17-22. "
"17492",2012,"17492. Arch Dis Child Fetal Neonatal Ed. 2012 Jan;97(1):F8-F17. "
"17493",2012,"17493. Arch Med Res. 2012 Jan;43(1):58-66. "
"17494",2012,"17494. Arch Med Res. 2012 Jan;43(1):42-50. "
"17495",2012,"17495. Arch Pediatr Adolesc Med. 2012 Jan;166(1):18-27. "
"17496",2012,"17496. Arq Bras Cardiol. 2012 Jan;98(1):35-44. Epub 2011 Dec 13"
"17497",2012,"17497. Arq Bras Cardiol. 2012 Jan;98(1):87-94"
"17498",2012,"17498. ASAIO J. 2012 Jan-Feb;58(1):51-9. "
"17499",2012,"17499. Asia Pac J Clin Nutr. 2012;21(3):380-5"
"17500",2012,"17500. Asian J Surg. 2012 Jan;35(1):1-8. "
"17501",2012,"17501. Asian Pac J Cancer Prev. 2012;13(11):5817-21"
"17502",2012,"17502. Asian Pac J Cancer Prev. 2012;13(11):5777-83"
"17503",2012,"17503. Asian Pac J Cancer Prev. 2012;13(11):5747-52"
"17504",2012,"17504. Asian Pac J Cancer Prev. 2012;13(11):5633-6"
"17505",2012,"17505. Asian Pac J Cancer Prev. 2012;13(11):5517-23"
"17506",2012,"17506. Asian Pac J Cancer Prev. 2012;13(11):5375-9"
"17507",2012,"17507. Asian Pac J Cancer Prev. 2012;13(10):5201-5"
"17508",2012,"17508. Asian Pac J Cancer Prev. 2012;13(10):5177-82"
"17509",2012,"17509. Asian Pac J Cancer Prev. 2012;13(10):5075-9"
"17510",2012,"17510. Asian Pac J Cancer Prev. 2012;13(10):4927-30"
"17511",2012,"17511. Asian Pac J Cancer Prev. 2012;13(10):4915-21"
"17512",2012,"17512. Asian Pac J Cancer Prev. 2012;13(10):4909-14"
"17513",2012,"17513. Asian Pac J Cancer Prev. 2012;13(9):4783-8"
"17514",2012,"17514. Asian Pac J Cancer Prev. 2012;13(9):4745-9"
"17515",2012,"17515. Asian Pac J Cancer Prev. 2012;13(9):4683-8"
"17516",2012,"17516. Asian Pac J Cancer Prev. 2012;13(9):4677-81"
"17517",2012,"17517. Asian Pac J Cancer Prev. 2012;13(9):4627-30"
"17518",2012,"17518. Asian Pac J Cancer Prev. 2012;13(9):4465-8"
"17519",2012,"17519. Asian Pac J Cancer Prev. 2012;13(9):4441-4"
"17520",2012,"17520. Asian Pac J Cancer Prev. 2012;13(9):4417-21"
"17521",2012,"17521. Asian Pac J Cancer Prev. 2012;13(9):4403-7"
"17522",2012,"17522. Asian Pac J Cancer Prev. 2012;13(9):4379-85"
"17523",2012,"17523. Asian Pac J Cancer Prev. 2012;13(9):4335-9"
"17524",2012,"17524. Asian Pac J Cancer Prev. 2012;13(9):4327-30"
"17525",2012,"17525. Asian Pac J Cancer Prev. 2012;13(9):4305-9"
"17526",2012,"17526. Asian Pac J Cancer Prev. 2012;13(9):4301-4"
"17527",2012,"17527. Asian Pac J Cancer Prev. 2012;13(8):4097-100"
"17528",2012,"17528. Asian Pac J Cancer Prev. 2012;13(8):3943-7"
"17529",2012,"17529. Asian Pac J Cancer Prev. 2012;13(8):3937-42"
"17530",2012,"17530. Asian Pac J Cancer Prev. 2012;13(8):3931-6"
"17531",2012,"17531. Asian Pac J Cancer Prev. 2012;13(8):3917-25"
"17532",2012,"17532. Asian Pac J Cancer Prev. 2012;13(8):3763-6"
"17533",2012,"17533. Asian Pac J Cancer Prev. 2012;13(8):3717-21"
"17534",2012,"17534. Asian Pac J Cancer Prev. 2012;13(8):3687-93"
"17535",2012,"17535. Asian Pac J Cancer Prev. 2012;13(8):3601-4"
"17536",2012,"17536. Asian Pac J Cancer Prev. 2012;13(7):3501-5"
"17537",2012,"17537. Asian Pac J Cancer Prev. 2012;13(7):3483-8"
"17538",2012,"17538. Asian Pac J Cancer Prev. 2012;13(7):3431-6"
"17539",2012,"17539. Asian Pac J Cancer Prev. 2012;13(7):3427-30"
"17540",2012,"17540. Asian Pac J Cancer Prev. 2012;13(7):3417-22"
"17541",2012,"17541. Asian Pac J Cancer Prev. 2012;13(7):3389-97"
"17542",2012,"17542. Asian Pac J Cancer Prev. 2012;13(7):3319-23"
"17543",2012,"17543. Asian Pac J Cancer Prev. 2012;13(7):3299-303"
"17544",2012,"17544. Asian Pac J Cancer Prev. 2012;13(7):3253-8"
"17545",2012,"17545. Asian Pac J Cancer Prev. 2012;13(7):3165-72"
"17546",2012,"17546. Asian Pac J Cancer Prev. 2012;13(7):3143-7"
"17547",2012,"17547. Asian Pac J Cancer Prev. 2012;13(7):3123-7"
"17548",2012,"17548. Asian Pac J Cancer Prev. 2012;13(7):3109-12"
"17549",2012,"17549. Asian Pac J Cancer Prev. 2012;13(7):3089-97"
"17550",2012,"17550. Asian Pac J Cancer Prev. 2012;13(6):2903-8"
"17551",2012,"17551. Asian Pac J Cancer Prev. 2012;13(6):2867-71"
"17552",2012,"17552. Asian Pac J Cancer Prev. 2012;13(6):2853-6"
"17553",2012,"17553. Asian Pac J Cancer Prev. 2012;13(6):2841-6"
"17554",2012,"17554. Asian Pac J Cancer Prev. 2012;13(6):2687-93"
"17555",2012,"17555. Asian Pac J Cancer Prev. 2012;13(6):2635-8"
"17556",2012,"17556. Asian Pac J Cancer Prev. 2012;13(6):2605-10"
"17557",2012,"17557. Asian Pac J Cancer Prev. 2012;13(6):2597-604"
"17558",2012,"17558. Asian Pac J Cancer Prev. 2012;13(6):2577-81"
"17559",2012,"17559. Asian Pac J Cancer Prev. 2012;13(6):2459-65"
"17560",2012,"17560. Asian Pac J Cancer Prev. 2012;13(5):2349-54"
"17561",2012,"17561. Asian Pac J Cancer Prev. 2012;13(5):2329-34"
"17562",2012,"17562. Asian Pac J Cancer Prev. 2012;13(5):2325-8"
"17563",2012,"17563. Asian Pac J Cancer Prev. 2012;13(5):2249-52"
"17564",2012,"17564. Asian Pac J Cancer Prev. 2012;13(5):2193-7"
"17565",2012,"17565. Asian Pac J Cancer Prev. 2012;13(5):2025-9"
"17566",2012,"17566. Asian Pac J Cancer Prev. 2012;13(5):2003-7"
"17567",2012,"17567. Asian Pac J Cancer Prev. 2012;13(5):1949-52"
"17568",2012,"17568. Asian Pac J Cancer Prev. 2012;13(5):1923-7"
"17569",2012,"17569. Asian Pac J Cancer Prev. 2012;13(5):1787-91"
"17570",2012,"17570. Asian Pac J Cancer Prev. 2012;13(5):1771-7"
"17571",2012,"17571. Asian Pac J Cancer Prev. 2012;13(4):1355-60"
"17572",2012,"17572. Asian Pac J Cancer Prev. 2012;13(4):1203-8"
"17573",2012,"17573. Asian Pac J Cancer Prev. 2012;13(4):1145-9"
"17574",2012,"17574. Asian Pac J Cancer Prev. 2012;13(4):1137-44"
"17575",2012,"17575. Asian Pac J Cancer Prev. 2012;13(3):945-51"
"17576",2012,"17576. Asian Pac J Cancer Prev. 2012;13(3):915-21"
"17577",2012,"17577. Asian Pac J Cancer Prev. 2012;13(3):901-7"
"17578",2012,"17578. Asian Pac J Cancer Prev. 2012;13(3):815-9"
"17579",2012,"17579. Asian Pac J Cancer Prev. 2012;13(2):683-7"
"17580",2012,"17580. Asian Pac J Cancer Prev. 2012;13(1):111-5"
"17581",2012,"17581. Asian Pac J Cancer Prev. 2012;13(1):103-10"
"17582",2012,"17582. Asian Pac J Cancer Prev. 2012;13(12):6423-7"
"17583",2012,"17583. Asian Pac J Cancer Prev. 2012;13(12):6385-90"
"17584",2012,"17584. Asian Pac J Cancer Prev. 2012;13(12):6343-8"
"17585",2012,"17585. Asian Pac J Cancer Prev. 2012;13(12):6299-303"
"17586",2012,"17586. Asian Pac J Trop Med. 2012 Jan;5(1):15-23. "
"17587",2012,"17587. Atherosclerosis. 2012 Jan;220(1):177-83. "
"17588",2012,"17588. Atherosclerosis. 2012 Jan;220(1):128-33. "
"17589",2012,"17589. Behav Neurol. 2012;25(2):73-101. "
"17590",2012,"17590. BMC Syst Biol. 2012;6 Suppl 3:S16. "
"17591",2012,"17591. Br J Dermatol. 2012 Jan;166(1):179-88. "
"17592",2012,"17592. Br J Nutr. 2012 Jan;107(1):1-6. "
"17593",2012,"17593. Br J Psychiatry. 2012 Jan;200(1):15-21. "
"17594",2012,"17594. Br J Surg. 2012 Jan;99 Suppl 1:52-8. "
"17595",2012,"17595. Br J Surg. 2012 Jan;99(1):29-37. "
"17596",2012,"17596. Brain Struct Funct. 2012 Jan;217(1):115-25. "
"17597",2012,"17597. Breast Cancer Res Treat. 2012 Jan;131(2):357-69. "
"17598",2012,"17598. Breast Cancer Res Treat. 2012 Jan;131(2):671-7. "
"17599",2012,"17599. Breast Cancer Res Treat. 2012 Jan;131(1):239-53. "
"17600",2012,"17600. Breast Cancer Res Treat. 2012 Jan;131(2):581-7. "
"17601",2012,"17601. Breast Cancer Res Treat. 2012 Jan;131(1):27-31. "
"17602",2012,"17602. Can J Anaesth. 2012 Jan;59(1):41-52. "
"17603",2012,"17603. Can J Neurol Sci. 2012 Jan;39(1):58-64"
"17604",2013,"17604. Cancer Biomark. 2012-2013;12(1):37-47. "
"17605",2012,"17605. Cancer Causes Control. 2012 Jan;23(1):59-67. "
"17606",2012,"17606. Cancer Chemother Pharmacol. 2012 Jan;69(1):99-106. "
"17607",2012,"17607. Cancer Epidemiol Biomarkers Prev. 2012 Jan;21(1):3-19. "
"17608",2012,"17608. Cancer Epidemiol Biomarkers Prev. 2012 Jan;21(1):20-38. "
"17609",2012,"17609. Cardiol J. 2012;19(3):230-42"
"17610",2012,"17610. Cardiology. 2012;123(4):225-33. "
"17611",2012,"17611. Cardiology. 2012;122(3):148-57. "
"17612",2012,"17612. Cardiology. 2012;122(3):133-43. "
"17613",2012,"17613. Cerebrovasc Dis. 2012;33(6):558-65. "
"17614",2012,"17614. Chin J Integr Med. 2012 Jan;18(1):48-55. "
"17615",2012,"17615. Chin Med J (Engl). 2012 Jan;125(2):345-51"
"17616",2012,"17616. Chin Med J (Engl). 2012 Jan;125(2):338-44"
"17617",2012,"17617. Circ J. 2012;76(9):2255-65. Epub 2012 Jun 7"
"17618",2012,"17618. Circ J. 2012;76(10):2392-404. Epub 2012 Jun 27"
"17619",2012,"17619. Circ J. 2012;76(5):1259-66. Epub 2012 Mar 1"
"17620",2012,"17620. Clin Appl Thromb Hemost. 2012 Jan-Feb;18(1):40-4. "
"17621",2012,"17621. Clin Cardiol. 2012 Jan;35(1):55-60. "
"17622",2012,"17622. Clin Exp Rheumatol. 2012 Jan-Feb;30(1):110-3. Epub 2012 Mar 7"
"17623",2012,"17623. Clin Lung Cancer. 2012 Jan;13(1):44-51. "
"17624",2012,"17624. Clin Neuropsychol. 2012;26(3):520-41. "
"17625",2012,"17625. Clin Rehabil. 2012 Jan;26(1):10-20. "
"17626",2012,"17626. Clinics (Sao Paulo). 2012;67 Suppl 1:99-108"
"17627",2012,"17627. Colorectal Dis. 2012 Jan;14(1):18-28. "
"17628",2012,"17628. Curr Med Chem. 2012;19(30):5214-8"
"17629",2012,"17629. Curr Pharm Des. 2012;18(32):5156-64"
"17630",2012,"17630. Curr Pharm Des. 2012;18(32):5055-69"
"17631",2012,"17631. Curr Pharm Des. 2012;18(32):5093-104"
"17632",2012,"17632. Curr Pharm Des. 2012;18(4):486-94"
"17633",2012,"17633. Curr Pharm Des. 2012;18(4):399-415"
"17634",2012,"17634. Curr Pharm Des. 2012;18(6):832-9"
"17635",2012,"17635. Dement Geriatr Cogn Disord. 2012;33(5):297-305. "
"17636",2012,"17636. Dement Geriatr Cogn Disord. 2012;33(2-3):141-8. "
"17637",2012,"17637. Dement Geriatr Cogn Disord. 2012;33(2-3):189-203. "
"17638",2012,"17638. Dement Geriatr Cogn Disord. 2012;33(2-3):96-103. "
"17639",2012,"17639. Dermatology. 2012;225(4):364-70. "
"17640",2012,"17640. Dev Neuropsychol. 2012;37(3):226-52. "
"17641",2012,"17641. Diabetes Educ. 2012 Jan-Feb;38(1):108-23. "
"17642",2012,"17642. Diabetes Obes Metab. 2012 Jan;14(1):77-82. "
"17643",2012,"17643. Diabetes Res Clin Pract. 2012 Jan;95(1):110-8. "
"17644",2012,"17644. Dig Surg. 2012;29(3):213-25. "
"17645",2012,"17645. Drug Discov Today. 2012 Jan;17(1-2):10-22. "
"17646",2012,"17646. Endocr J. 2012;59(12):1041-50. Epub 2012 Jul 21"
"17647",2012,"17647. Endocr J. 2012;59(7):601-9. Epub 2012 May 21"
"17648",2012,"17648. Endocr J. 2012;59(5):439-45. Epub 2012 Feb 25"
"17649",2012,"17649. Endokrynol Pol. 2012;63(3):222-31"
"17650",2012,"17650. Environ Mol Mutagen. 2012 Jan;53(1):78-82. "
"17651",2012,"17651. Epidemiol Rev. 2012;34:46-56. "
"17652",2012,"17652. Epidemiol Rev. 2012;34:65-72. "
"17653",2012,"17653. Ethn Health. 2012;17(1-2):17-53. "
"17654",2012,"17654. Eur Addict Res. 2012;18(3):110-5. "
"17655",2012,"17655. Eur Heart J. 2012 Jan;33(2):238-51. "
"17656",2012,"17656. Eur Heart J. 2012 Jan;33(1):51-60. "
"17657",2012,"17657. Eur J Cancer. 2012 Jan;48(2):187-95. "
"17658",2012,"17658. Eur J Cancer. 2012 Jan;48(2):218-25. "
"17659",2012,"17659. Eur J Cancer Prev. 2012 Jan;21(1):24-31. "
"17660",2012,"17660. Eur J Cardiothorac Surg. 2012 Jan;41(1):50-5. "
"17661",2012,"17661. Eur J Endocrinol. 2012 Jan;166(1):13-20. "
"17662",2012,"17662. Eur J Heart Fail. 2012 Jan;14(1):91-105. "
"17663",2012,"17663. Eur J Intern Med. 2012 Jan;23(1):e25-9. "
"17664",2012,"17664. Eur J Obstet Gynecol Reprod Biol. 2012 Jan;160(1):1-5. "
"17665",2012,"17665. Eur J Ophthalmol. 2012 Jan-Feb;22(1):5-18. "
"17666",2012,"17666. Eur Neuropsychopharmacol. 2012 Jan;22(1):1-16. "
"17667",2012,"17667. Eur Radiol. 2012 Jan;22(1):26-38. "
"17668",2012,"17668. Eur Urol. 2012 Jan;61(1):29-53. "
"17669",2012,"17669. EuroIntervention. 2012 Jan;7(9):1095-102. "
"17670",2012,"17670. Europace. 2012 Jan;14(1):81-91. "
