,database,number,year,code,data,software,ancestors,LuAdes2006,LuAdes04,Caldwell05,DiasSutton13,Lumley02,DSU,Salanti11,Salanti08,SpiegAbrams04,ISPOR,Sutton08,Reitsma05,SmithSpieg95,AdesScul06,WarnThomp02,Gelman06,BDA,Other,problem,success,model,priors,freq_and_bayes,justified,year,citation
142,medline,158,2013, yes, yes, WinBUGS 1.4.3," Smith TC, Spiegelhalter DJ, Thomas A (1995) Bayesian approaches to random- effects meta-analysis: a comparative study. Stat Med 14: 2685â€“2699. ; Warn DE, Thompson SG, Spiegelhalter DJ (2002) Bayesian random effects meta-analysis of trials with binary outcomes: methods for the absolute risk difference and relative risk scales. Stat Med 21: 1601â€“1623. ; Spiegelhalter D, Abrams K, Myles J (2004) Bayesian approaches to clinical trials and healthcare evaluation. Chichester: John Wiley & Sons.",,,,,,,,,1,,,,1,,1,,,, standard MA, yes, random-effects MA," WIP, details in appx", no,,2013,158. PLoS One. 2013 Sep 5;8(9):e72697. 
143,medline,159,2013, no, partly, R 'HSROC', none given,,,,,,,,,,,,,,,,,,, diagnostic MA ?multiple comparisons, yes, HSROC model, not stated, no,,2013,159. PLoS One. 2013;8(2):e54695. 
144,medline,160,2012, no, no, WinBUGS," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685-99.",,,,,,,,,,,,,1,,,,,, standard MA, yes," ""Traditional fixed-effect and random-effect meta-analyses and Bayesian meta-analysis"""," ""skeptical, neutral, and enthusiastic priors"" ""The skeptical prior is centered at RR=1.1 (i.e. a 10% increase in the adverse outcome) with 95% CrI (0.55-2.2), and the enthusiastic prior is centered at RR=0.9 (i.e. a 10% decrease in the adverse outcome) with 95% CrI (0.45-1.80). "" ???", yes, no,2012,160. Ann Surg. 2012 Dec;256(6):894-901. 
145,medline,161,2012, no," possibly, not clear if everything is there", WinBUGS 1.4.3," Gelman A. Prior distributions for variance parameters in hierarchical models. Bayesian Anal 2006;1:515â€“33. ; Spiegelhalter DJ, Abrams KR, Myles JP. Prior distributions. In: Bayesian approaches to clinical trials and health-care evaluation. Chichester, UK: John Wiley & Sons, Ltd.; 2004. p. 139â€“77. ; Salanti Ades Ioannides 2011 ; NICE DSU",,,,,,1,1,,,,,,,,,1,,1, nma," mixed, several limitations listed in the abstract. Also, ""We suspect performance and detection bias in cSSTI trials involving linezolid, but regression methods could not adjust for this potential bias"" (? but this is what Bayes excels at)", nma," U(0,10000) and some sensitivity analysis for tau across Uniforms and half-Cauchy", no,,2012,161. Int J Antimicrob Agents. 2012 Dec;40(6):479-95. 
146,medline,162,2012, no, yes, WinBUGS," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685â€“2699. ; Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR. Methods in health service research. An introduction to bayesian methods in health technology assessment. BMJ 1999;319:508 â€“512. ; Chib S. Marginal likelihood from the Gibbs output. J Am Stat Assoc 1995;90:1313â€“1321.",,,,,,,,,,,,,1,,,,,1, standard MA but comparing arms of trials with different treat-to-targets, yes," ""Bayesian random-effects meta-analysis"" also, Bayes factors are given in the abstract", not stated, no,,2012,162. Am J Cardiol. 2012 Nov 15;110(10):1468-76. 
147,medline,163,2012,,,,,,,,,,,,,,,,,,,,,,, genetic data from several sources; not actually a meta-analysis of published stats, yes," MA, stepwise regressions, BIC, BFs ... ?",,,,2012,163. Am J Hum Genet. 2012 Nov 2;91(5):778-93. 
148,medline,164,2012, no, no, WinBUGS 1.4.3," Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR. Methods in health service research. An introduction to Bayesian methods in health technology assessment. BMJ 1999;319: 508-12. ; Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. West Sussex, England: John Wiley & Sons Ltd.; 2004.",,,,,,,,,1,,,,,,,,,1, standard MA, yes," ""hierarchical Bayesian random effects model"""," equivocal N(0,10000) skeptical N(0,0.177) optimistic N(-0.693,0.177) on log-RR scale", no,,2012,164. Bone. 2012 Nov;51(5):969-74. 
149,medline,165,2012, no, yes, WinBUGS 1.4," Sutton A, Ades AE, Cooper N, et al. Use of indirect and mixed treatment com- parisons for technology assessment. Pharmacoeconomics 2008;26:753-67 ; Jansen JP, Crawford B, Bergman G, et al. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008;11:956-64 ; NICE DSU ; ISPOR part 1",,,,,,1,,,,,,,,,,,,1, nma, yes, nma," ""non-informative""", no,,2012,165. Curr Med Res Opin. 2012 Nov;28(11):1841-56. 
150,medline,166,2012, no, no, not stated; confidence profile method," Eddy D, Hasselblad V, Shachter R. Meta-analysis by the confidence profile method. New York: Academic Press; 1992.",,,,,,,,,,,,,,,,,,1," ""gender-specific MA""", yes," ""hierarchical Bayesian random-effects models""", not stated, no,,2012,166. Diabetes Metab. 2012 Nov;38(5):420-7. 
151,medline,167,2012, no, no, WinBUGS," Ades AE, Lu G, Higgins JPT (2005) The interpretation of random- effects meta-analysis in decision models. Med Decis Making 25:646â€“654 ; Higgins JPT, Thompson SG, Spiegelhalter DJ (2009) A re- evaluation of random-effects meta-analysis. J R Stat Soc Ser A Stat Soc 172:137â€“159",,,,,,,,,,,,,,,,,,1, standard MA, yes," ""Data were adjusted for baseline event rate and pooled using a random-effects model. Bayesian predictive effects and intervals were calculated to indicate the variance in outcomes that would be expected if new studies were conducted in the future""", not stated, yes, no,2012,167. Diabetologia. 2012 Nov;55(11):2895-905. 
152,medline,168,2012,,,,,,,,,,,,,,,,,,,,,,, genetic data from several sources; not actually a meta-analysis of published stats,,,,,,2012,168. J Natl Cancer Inst. 2012 Oct 3;104(19):1433-57. 
153,medline,169,2012, no, no, no, none,,,,,,,,,,,,,,,,,,, diagnostic MA, yes," ""Bayesian receiver operating characteristic (ROC) model was used across studies to determine sensitivity, specificity, and area under the full or partial ROC curve""", not stated, no,,2012,169. AJR Am J Roentgenol. 2012 Oct;199(4):822-9
154,medline,170,2012, no, yes, WinBUGS 1.4.3," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685â€“99. ; Lunn DJ, Thomas A, Best N, et al. WinBUGSâ€”a Bayesian modelling framework: concepts, structure, and extensibility. Stat Comput 2000;10:325â€“37.",,,,,,,,,,,,,,,,,,1, diagnostic MA, yes, binomial - not clear," diffuse: 95% probability the error rates lie between 0.02 and 0.98 ; SD ~ U(0,10)", no,,2012,170. Am J Surg. 2012 Oct;204(4):428-33. 
155,medline,171,2012, no, yes, WinBUGS 1.4.3," Sutton AJ, Abrams KR. Bayesian methods in meta-analysis and evidence synthesis. Stat Methods Med Res 2001;10:277â€“303. ; Ades AE, Sculpher M, Sutton A, et al. Bayesian methods for evidence synthesis in cost-effectiveness analysis. Pharmacoeconomics 2006;24:1â€“19. ; Song F, Altman DG, Glenny AM, et al. Validity of indirect comparison for estimating efficacy of competing interventions: empirical evidence from published meta-analyses. BMJ 2003;326:472. 27. Sutton A, Ades AE, Cooper N, et al. Use of indirect and mixed treatment comparisons for technology assessment. Pharmacoeconomics 2008;26:753â€“767.",,,,,,,,,,,,,,1,,,,1, nma, yes, nma + meta-regression," ""noninformative uniform and normal""", yes, direct and indirect,2012,171. Clin Gastroenterol Hepatol. 2012 Oct;10(10):1101-9. 
156,medline,172,2012, yes, no, JAGS, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes, hierarchical logit," N(0,10000) U(0,10), the latter compared with gamma(0.001,0.001)", no,,2012,172. J Neurosurg Anesthesiol. 2012 Oct;24(4):376-81. 
157,medline,173,2012, no, no, PyMC 2.1," Gelman A, Carlin J, Stern H, Rubin DB. Bayesian data analysis. Boca Raton (FL): Chapman and Hall/CRC; 2004. ; Sutton A, Abrams K. Bayesian methods in meta-analysis and evidence synthesis. Stat Methods Med Res 2001;10:277â€“303.",,,,,,,,,,,,,,,,,1,1, standard MA, yes, not clear, not stated, no,,2012,173. Obstet Gynecol. 2012 Oct;120(4):897-907
158,medline,174,2012, no, yes, R (presumably HSROC package), none relevant,,,,,,,,,,,,,,,,,,, diagnostic MA, yes, HSROC, not stated, no,,2012,174. Am J Gastroenterol. 2012 Sep;107(9):1306-13. 
159,medline,175,2012, no, yes, WinBUGS 1.4," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23: 3105â€“24.",,1,,,,,,,,,,,,,,,,, mtc, yes, mtc, not stated, yes, direct and indirect,2012,175. Ann Med. 2012 Sep;44(6):588-97. 
160,medline,176,2012, no, not everything, WinBUGS," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004; 23: 3105 â€“ 3124. ; Salanti G, Higgins JP, Ades A, Ioannidis JP. Evaluation of networks of randomized trials. Stat Methods Med Res 2008; 17: 279 â€“ 301.",,1,,,,,,1,,,,,,,,,,, nma, yes, nma, not stated, yes, direct and indirect,2012,176. Diabetes Obes Metab. 2012 Sep;14(9):810-20. 
161,medline,177,2012, no, yes, Lotus 1-2-3 bespoke, none,,,,,,,,,,,,,,,,,,, ?standard MA, yes," ""Bayesian enhanced meta-analysis"" (?)", not stated, yes, no,2012,177. Acta Anaesthesiol Scand. 2012 Aug;56(7):817-32. 
162,medline,178,2012, no, no, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes," ""Traditional and Bayesian meta-analyses"""," enthusiastic, neutral, and skeptical prior probability distributions (RR centered, respectively, at 0.9, 1.0, and 1.1 and with corresponding 95% credible intervals of 0.45â€“1.80, 0.5â€“2.0, and 0.55â€“2.20.)", yes, no,2012,178. Surgery. 2012 Aug;152(2):202-11. 
163,medline,179,2012, no, no, WinBUGS," Jones, Roger PharmStat2011;10:523-31. Sutton & Abrams 2001. NICE DSU. ISPOR.",,,,,,1,,,,1,,,,,,,,, nma, yes," not stated , BGR for convergence", 'noninformative previous distributions', yes, ranking probabilities,2012,179. Thromb Haemost. 2012 Aug;108(2):318-27. 
164,medline,180,2012, no, no, JAGS," Smith TC, Spiegelhalter DJ, Thomas A: Bayesian approaches to random-effects meta- analysis: A comparative study. Stat Med 14:2685- 2699, 1995 ; Hemming K, Hutton JL, Maguire MG, et al: Meta-regression with partial information on sum- mary trial or patient characteristics. Stat Med 29: 1312-1324, 2010 ; Higgins JP, Thompson SG, Spiegelhalter DJ: A re-evaluation of random-effects meta-analysis. J R Stat Soc Ser A Stat Soc 172:137-159, 2009 ; Thompson SG, Higgins JP: How should meta- regression analyses be undertaken and interpreted? Stat Med 21:1559-1573, 2002",,,,,,,,,,,,,,,,,,1, standard MA, yes, hierarchical logit and meta-regression," ""vague"" N(0,10000) U(0,100)", no,,2012,180. J Clin Oncol. 2012 Jul 10;30(20):2559-65. 
165,medline,181,2012, no, yes, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes, hierarchical logit, not stated, no,,2012,181. Catheter Cardiovasc Interv. 2012 Jul 1;80(1):128-38. 
166,medline,182,2012, no, yes, WinBUGS 1.4.3, none,,,,,,,,,,,,,,,,,,, mtc, yes, mtc, not stated, yes, direct and indirect,2012,182. Diabetes Obes Metab. 2012 Jul;14(7):616-25. 
167,medline,183,2012, no, no, WinBUGS, none,,,,,,,,,,,,,,,,,,, MA against time series risk factor," yes but ""the meta-analysis excluded studies reporting only non-linear splines as there was no way to estimate the standard error of the heat slope""", multilevel logit, not stated, no,,2012,183. Epidemiology. 2012 Jul;23(4):594-606. 
168,medline,184,2012, no, no, WinBUGS," ?relevant: Goodman PG, Dockery DW, Clancy L (2004) Cause-specific mortality and the extended effects of particulate pollution and temperature exposure. Environ Health Perspect 112:179â€“185 ; Braga ALF, Zanobetti A, Schwartz J (2002) The effect of weather on respiratory and cardiovascular deaths in 12 U.S. cities. Environ Health Perspect 110:859â€“863",,,,,,,,,,,,,,,,,,1, MA against time series risk factor, yes, multilevel logit, uninformative conjugate, no,,2012,184. Int J Biometeorol. 2012 Jul;56(4):569-81. 
169,medline,186,2012, no, yes, WinBUGS," Spiegelhalter D, Abrams K, Myles J: Bayesian Approaches to Clinical Trials and Health Care Evaluation. Chichester, UK: Wiley; 2004. ; Sutton AJ, Abrams KR, Jones DR: Methods for Meta-Analysis in Medical Research. Chichester, UK: Wiley; 2000. ; Jansen JP, Crawford B, Bergman G, Stam W: Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008, 11:956â€“964.",,,,,,,,,1,,,,,,,,,1, nma, yes," nma + IPD for some studies, the latter adjusting for covariates in a linear model", non-informative, no,,2012,186. BMC Pulm Med. 2012 Jun 25;12:29. 
170,medline,188,2012, no, no, WinBUGS 1.4," Caldwell D, Ades A, Higgins J. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ. 2005;331(7521):897Y900. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23:3105Y3124.",,1,1,,,,,,,,,,,,,,,, combine RCTs and observational studies, yes," not clear, combined dichotomous and continuous outcomes"," N(0,10000) U(0,2)", no,,2012,188. J Clin Psychopharmacol. 2012 Jun;32(3):309-16. 
171,medline,189,2012, no, yes," ""SAS, R and R 'meta' (?)""", none,,,,,,,,,,,,,,,,,,, not clear, not clear, not clear," ""beta(1,1) was used for all prior distributions"" (?)", yes, no,2012,189. Spine (Phila Pa 1976). 2012 May 15;37(11):943-52. 
172,medline,190,2012, no, no, WinBUGS," Ades A: A chain of evidence with mixed comparisons: models for multi-parameter synthesis and consistency of evidence. Stat Med 2003, 22:2995â€“3016. ; Lu G, Ades A, Sutton A, Cooper NJ, Briggs AH, Caldwell DM: Meta-analysis of mixed treatment comparisons at multiple follow-up times. Stat Med 2007, 26:3681â€“3699. ; Jansen J, Crawford B, Bergman G, Stam W: Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008, 11:956â€“964. ; Lu G, Ades A: Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004, 23:3105â€“3124. ; Griffin S, Bojke L, Main C, Palmer S: Incorporating direct and indirect evidence using bayesian methods: an applied case study in ovarian cancer. Value Health 2006, 9:123â€“131. ; Caldwell D, Ades AE, Higgins JPT: Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005, 331:897â€“900.",,1,1,,,,,,,,,,,,,,,1, mtc, yes," mtc including model of variance, covariates, etc.", various diffuse / flat given in the methods, no,,2012,190. Malar J. 2012 May 3;11:147. 
173,medline,191,2012, yes, no, WinBUGS," Minelli C, Thompson JR, Abrams KR, et al. Bayesian imple- mentation of a genetic model-free approach to the meta-analysis of genetic association studies. Stat Med. 2005;24(24):3845â€“3861. ; Salanti G, Higgins JP. Meta-analysis of genetic association studies under different inheritance models using data reported as merged genotypes. Stat Med. 2008;27(5):764â€“777.",,,,,,,,1,,,,,,,,,,1, genetic associations MA, yes, see ancestors, not stated, no,,2012,191. Am J Epidemiol. 2012 May 1;175(9):867-77. 
174,medline,193,2012, no, no, WinBUGS 1.4.3," SpiegelhalterDJ,AbramsKR,MylesJP.Bayesianapproachestoclinical trials and health-care evaluation. New York: John Wiley & Sons; 2004.",,,,,,,,,1,,,,,,,,,, itc, yes," ""random effects model ... Bayesian indirect comparison techniques""", not stated, no,,2012,193. J Vasc Surg. 2012 May;55(5):1463-73. 
175,medline,194,2012, no, no, WinBUGS 1.4.3, none,,,,,,,,,,,,,,,,,,, diagnostic MA, yes, hierarchical logit for PPV, not stated, yes, no,2012,194. Lancet Infect Dis. 2012 May;12(5):373-80. 
176,medline,195,2012, no, no, WinBUGS 1.4.3," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23(20):3105â€“3124. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ. 2005;331(7521): 897â€“900. ; Lumley T. Network meta-analysis for indirect treatment comparisons. Stat Med. 2002;21(16):2313â€“2324. ; Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random- effects meta-analysis: a comparative study. Stat Med. 1995;14(24):2685â€“2699. ; Nixon RM, Bansback N, Brennan A. Using mixed treatment comparisons and meta-regression to perform indirect comparisons to estimate the efficacy of biologic treatments in rheumatoid arthritis. Stat Med. 2007; 26(6):1237â€“1254.",,1,1,,,,,,,,,,,,,,,1, nmc + meta-regression, yes, nmc + meta-regression," N(0,10000) gamma(0.001,0.001), the former compared with ""double exponential or t"" and the latter compared with gamma(0.1,0.1)", yes, direct and indirect,2012,195. J Natl Cancer Inst. 2012 Apr 4;104(7):507-16. 
177,medline,196,2012, no, yes, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, MA of different study designs with adjusting, yes," ""Crude and adjusted (for age and sex) odds ratios (OR) were estimated by a hierarchical Bayesian random-effects model with prespecified stratification for observational and randomized designs"""," N(0,1000) U(0,10)", no,,2012,196. Am Heart J. 2012 Apr;163(4):632-48. 
178,medline,197,2012, no, yes, no, none,,,,,,,,,,,,,,,,,,, nma, yes, nma, not stated, no,,2012,197. Cardiovasc Drugs Ther. 2012 Apr;26(2):167-79. 
179,medline,198,2012, yes, yes, BUGS," Jansen JP, Crawford B, Bergman G, Stam W. Bayesian meta-analysis of multiple treatment comparisons: An introduction to mixed treatment comparisons. Value Health. 2008;11:956-964.",,,,,,,,,,,,,,,,,,1, mtc with subjective priors, yes, mtc," ""Seven experts provided valid probability distributions for the new ICDs compared with current devices""", no,,2012,198. Int J Technol Assess Health Care. 2012 Apr;28(2):115-24. 
180,medline,199,2012, not sure; can't access online appendix, not sure; can't access online appendix, WinBUGS," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. Chichester: John Wiley & Sons; 2004. ; Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685â€“99.",,,,,,,,,1,,,,,,,,,1, standard MA  with observational studiesregression, yes, hierarchical logit," ""noninformative""", no,,2012,199. Dent Mater. 2012 Mar;28(3):298-303. 
181,medline,200,2012, no, yes, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, standard MA," no: ""Carrying out our meta-analytic study, comparing major and minor complications of endonasal surgical approaches, was very difficult due to several methodological biases of data extraction and evaluation from studies concerning a broad timespan""", yes," ""mu was given a normal distribution with mean 0 and standard deviation 1,000 and tau^2 had a uniform distribution from 0 to 1,000. These are certainly non informative priors, given that the data all fall well below unity."" (!!!)", no,,2012,200. Eur Arch Otorhinolaryngol. 2012 Mar;269(3):721-9. 
182,medline,201,2012, no, no, WinBUGS 1.4.3," Ades, A. E., Sculpher, M., Sutton, A., Abrams, K., Cooper, N., Welton, N. & Lu, G. (2006) ; Sutton, A., Ades, A. E., Cooper, N. & Abrams, K. (2008) ; Psaty, B. M., Lumley, T., Furberg, C. D., Schellenbaum, G., Pahor, M., Alderman, M. H. & Weiss, N. S. (2003) ; Lumley, T. (2002) Network meta-lnalysis for indi- rect treatment comparisons. Statistics in Medi- cine 21, 2313â€“2324. ; Glenny, A. M., Altman, D. G., Song, F., Saka- rovitch, C., Deeks, J. J., Dâ€™Amico, R., Brad- burn, M. & Eastwood, A. J. (2005) ; Psaty, B. M., Lumley, T., Furberg, C. D., Schellenbaum, G., Pahor, M., Alderman, M. H. & Weiss, N. S. (2003) Health outcomes associated with various antihypertensive therapies used as first-line agents: a network meta-analysis. Jour- nal of the American Medical Association 289, 2534â€“2544. ;  (Lu & Ades 2004, Cole- man et al. 2008, Salanti et al. 2008, Cipriani et al. 2009, Phung et al. 2010)",,1,,,,,,1,,,,,,1,,,,1, nma," mixed ""Further analysis of methodological characteristics will be required prior to clinical recommendations.""", nma, not totally clear, yes, direct and indirect,2012,201. J Clin Periodontol. 2012 Mar;39(3):303-14
183,medline,202,2012, not sure; can't access online appendix, yes, WinBUGS 1.4.3, none,,,,,,,,,,,,,,,,,,, standard MA, yes, standard but Bayesian imputation of missing SDs and some consideration of study designs?," ""relatively diffuse and uninformative""", no,,2012,202. Nutr Metab Cardiovasc Dis. 2012 Mar;22(3):182-91. 
184,medline,203,2012, no, not enough, WinBUGS, none given except previous applied work by authors,,,,,,,,,,,,,,,,,,," accounting for age subgroups where not all studies report all groups, and for study characteristics contributing to heterogeneity", yes," hierarchical, with study characteristics as covariates, and results broken down by age groups (hence heirarchical)", noninformative normal / gamma, no,,2012,203. Ophthalmology. 2012 Mar;119(3):571-80. 
185,medline,204,2012, no, no, WinBUGS," Ades AE, Sculpher M, Sutton A, et al. Bayesian methods for evidence synthesis in cost-effectiveness analysis. Pharmacoeconomics. 2006; 24:1â€“19 ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23:3105â€“3124.",,1,,,,,,,,,,,,1,,,,, nma, yes, nma," log-OR not stated, tau ~ U(0,2) compared with tau ^(-2) ~ gamma(0.001,0.001)", no,,2012,204. Clin Ther. 2012 Feb;34(2):282-94. 
186,medline,206,2012, no, yes, WinBUGS 1.4," Woolacott N, Hawkins N, Mason A et al. Etanercept and efalizumab for the treatment of psoriasis: a systematic review. Health Technol Assess 2006; 10:1â€“233, iâ€“iv. ; NICE DSU",,,,,,,,,,,,,,,,,,1, nma, yes, nma ordered probit, not clear - following Woolacott (see under ancestors), no,,2012,206. Br J Dermatol. 2012 Jan;166(1):179-88. 
187,medline,207,2012, no, no, WinBUGS, none,,,,,,,,,,,,,,,,,,, observational data, yes, not clear," N(0,10000) U(0,10)", no,,2012,207. Epidemiol Rev. 2012;34:46-56. 
188,medline,208,2012, yes, no, WinBUGS," Welton NJ, Caldwell DM, Adamopoulos E, Vedhara K. Mixed treatment comparison meta- analysis of complex interventions: psychological interventions in coronary heart disease. Am J Epidemiol 2009;169:1158â€“65 ; Higgins JP, Whitehead A. Borrowing strength from external trials in a meta-analysis. Stat Med 1996;15:2733â€“49. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897â€“900. ; Ades AE, Sculpher M, Sutton A, Abrams K, Cooper N, Welton N, et al. Bayesian methods for evidence synthesis in cost-e ectiveness analysis. PharmacoEconomics 2006;24:1â€“19.",,,1,,,,,,,,,,,,,,,1, mtc, yes," mtc, many complex variants, well documented"," N(0,100) N(0,1000) U(-9,9) etc", no,,2012,"208. Health Technol Assess. 2012;16(38):1-205, iii-v. "
189,medline,209,2012, no, no, WinBUGS 1.4.1," Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ. 2005;331(7521):897â€“900. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23(20):3105â€“3124. ; Jansen J, Crawford B, Bergman G, Stam W. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health. 2008;11(5):966â€“964.",,1,1,,,,,,,,,,,,,,,1, nma, yes, nma," ""noninformative""", no,,2012,209. Int J Chron Obstruct Pulmon Dis. 2012;7:415-20. 
190,medline,210,2012, no, no, WinBUGS," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105â€“3124. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: Combining direct and indirect evidence. BMJ 2005;331:897â€“900. ; Ades AE. A chain of evidence with mixed compar- isons: Models for multi-parameter synthesis and consis- tency of evidence. Stat Med 2003;22:2995â€“3016. ; Salanti G, Dias S, Welton NJ et al. Evaluating novel agent effects in multiple-treatments meta-regres- sion. Stat Med 2010;29:2369 â€“2383. ; Jansen JP. Network meta-analysis of survival data with fractional polynomials. BMC Med Res Methodol 2011;11:61. ; 29. Ouwens M, Philips Z, Jansen JP. Network meta-analysis of parametric survival curves. Res Synth Meth- ods 2010;1:258 â€“271.",,1,1,,,,,,,,,,,,,,,1, nma, yes, nma," ""Prior distributions of all model parameters were normal distributions with a mean of zero and a variance of 10^4."" (all ???)", no,,2012,210. Oncologist. 2012;17(11):1376-85. 
191,medline,211,2012, no, no, WinBUGS 1.3," Salanti G, Ioannidis JP (2009) Synthesis of observational studies should consider credibility ceilings. J Clin Epidemiol 62: 115â€“122. ; Papanikolaou PN, Christidi GD, Ioannidis JP (2006) Patient outcomes with teaching versus nonteaching healthcare: a systematic review. PLoS Med 3: e341.",,,,,,,,,,,,,,,,,,1, MA & meta-regression, yes, MA & meta-regression with some study characteristics as predictors," ""We assumed different priors for the shape of the random effects distribution: Gamma (0.001, 0.001) on precision; uniform (0, 50) on inter-study variance tau2; uniform(0, 50) on inter-study standard deviation tau; and three functions of mean intra-study variance: uniform shrinkage on tau2, DuMouchel on tau, and half-normal on tau2.""", yes, direct and indirect,2012,211. PLoS One. 2012;7(10):e46175. 
192,medline,212,2011, no; some algebra in appendix but not all aspects of the model are addressed, no, no," only spiegelhalter, myles, jones 1999 (generic bayesian overview)",,,,,,,,,,,,,,,,,,1, nma + ranking prob, yes, random intercept (reading between the lines), uniform, no,,2011,212. J Clin Psychopharmacol. 2011 Dec;31(6):698-704. 
193,medline,213,2011, no, no, WinBUGS," Lu G, Ades AE: Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004, 23:3105-3124.",,1,,,,,,,,,,,,,,,,, nma, yes, nma," U(0,20) N(0,10000)", yes, direct and indirect,2011,213. BMC Med. 2011 Nov 17;9:123. 
194,medline,214,2011, no, no, no, none,,,,,,,,,,,,,,,,,,, standard MA, yes," ""hierarchical Bayesian random-effects model""", not stated, yes, no,2011,214. Can J Cardiol. 2011 Nov-Dec;27(6):843-50. 
195,medline,215,2011, no, yes, WinBUGS," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23(20): 3105-3124. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP. Evaluation of networks of randomized trials. Stat Methods Med Res. 2008;17(3):279-301. ; Caldwell DM, Welton NJ, Ades AE. Mixed treatment com- parison analysis provides internally coherent treatment effect estimates based on overviews of reviews and can reveal incon- sistency. J Clin Epidemiol. 2010;63(8):875-882.",,1,,,,,,1,,,,,,,,,,1, mtc with dosing frequency, yes, mtc with study-level covariate, not stated, no,,2011,215. Chest. 2011 Aug;140(2):374-81. 
196,medline,216,2011, no, no, WinBUGS 1.4.3," Thompson SG, Higgins JP. How should meta-regression analyses be undertaken and interpreted? Stat Med 2002; 21: 1559â€“ 1573. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP. Evaluation of networks of randomized trials. Stat Methods Med Res 2008; 17: 279â€“301. ; Bucher HC, Guyatt GH, Griffith LE, Walter SD. The results of direct and indirect treatment comparisons in meta-analysis of ran- domized controlled trials. J Clin Epidemiol 1997; 50: 683â€“691. 29. Glenny AM, Altman DG, Song F, Sakarovitch C, Deeks JJ, Dâ€™Amico R, Bradburn M, Eastwood AJ. Indirect comparisons of competing interventions. Health Technol Assess 2005; 9: 1â€“134, iiiâ€“iv.",,,,,,,,1,,,,,,,,,,1, nma, yes, nma," ""non-informative"" uniform and Gaussian", yes, direct and indirect,2011,216. Obes Rev. 2011 Aug;12(8):602-21. 
197,medline,218,2011, yes, yes, JAGS and OpenBUGS," Turner RM, Spiegelhalter DJ, Smith, GC, Thompson SG. Bias modelling in evidence synthesis. Journal of Royal Statistical Society A, 2009; 172:21â€“47.",,,,,,,,,,,,,,,,,,1, prevalence MA and burden of illness, yes, complex and well-documented," expert opinions, very thorough", no,,2011,218. Risk Anal. 2011 Jul;31(7):1141-55. 
