"","pubyear","citations"
"1983",2013,"(includes abstract) Shah, K. K.; O'Dell, S. D.; Journal of Human Nutrition & Dietetics, 2013 Aug; 26 (4): 329-39. (journal article - meta analysis, research, systematic review, tables/charts) "
"1984",2013,"(includes abstract) Richmond, Sarah A.; Fukuchi, Reginald K.; Ezzat, Allison; Schneider, Kathryn; Schneider, Geoff; Emery, Carolyn A.; Journal of Orthopaedic & Sports Physical Therapy, 2013 Aug; 43 (8): 515-24. (journal article - meta analysis, research, systematic review, tables/charts) "
"1985",2013,"(includes abstract) Dias, Josilainne Marcelino; Mazuquin, Bruno Fles; Mostagi, Fernanda Queiroz Ribeiro Cerci; Lima, TarcÍSio BrandÃO; Silva, MÔNica AngÉLica Cardoso; Resende, Bruna Nogueira; Da Silva, Rodrigo Matsuoka Borges; Lavado, Edson Lopes; Cardoso, Jefferson Rosa; Journal of Orthopaedic & Sports Physical Therapy, 2013 Aug; 43 (8): 560-76. (journal article - meta analysis, research, systematic review, tables/charts) "
"1986",2013,"(includes abstract) Khodabandehloo, Mazaher; Roshani, Daem; Sayehmiri, Kourosh; Journal of Research in Medical Sciences, 2013 Aug; 18 (8): 674-82. (journal article - meta analysis, research, systematic review, tables/charts) "
"1987",2013,"(includes abstract) Haghdoost, Ali Akbar; Moosazadeh, Mahmood; Journal of Research in Medical Sciences, 2013 Aug; 18 (8): 717-25. (journal article - meta analysis, research, systematic review, tables/charts) "
"1988",2013,"(includes abstract) Kenny, Stephanie; McInnes, Matthew; Singh, Vivek; Medical Education, 2013 Aug; 47 (8): 790-800. (journal article - meta analysis, research, systematic review, tables/charts) "
"1989",2013,"(includes abstract) Jafari, Siavash; Etminan, Mahyar; Aminzadeh, Farhad; Samii, Ali; Movement Disorders, 2013 Aug; 28 (9): 1222-9. (journal article - meta analysis, research, systematic review) "
"1990",2013,"(includes abstract) Chism, David D.; Woods, Michael E.; Milowsky, Matthew I.; Oncologist, 2013 Aug; 18 (8): 933-40. (journal article - review, tables/charts) "
"1991",2013,"(includes abstract) Chatterjee, Saurav; Sardar, Partha; Mukherjee, Debabrata; Lichstein, Edgar; Aikat, Shamik; Pacing & Clinical Electrophysiology, 2013 Aug; 36 (8): 1017-23. (journal article - meta analysis, research, systematic review, tables/charts) "
"1992",2013,"(includes abstract) Weizong, Wang; Zhongsu, Wang; Yujiao, Zhang; Mei, Gao; Jiangrong, Wang; Yong, Zhang; Xinxing, Xie; Yinglong, Hou; Pacing & Clinical Electrophysiology, 2013 Aug; 36 (8): 1032-51. (journal article - meta analysis, research, systematic review, tables/charts) "
"1993",2013,"(includes abstract) Bertozzi, Lucia; Gardenghi, Ivan; Turoni, Francesca; Villafañe, Jorge Hugo; Capra, Francesco; Guccione, Andrew A.; Pillastrini, Paolo; Physical Therapy, 2013 Aug; 93 (8): 1026-36. (journal article - meta analysis, research, systematic review, tables/charts) "
"1994",2013,"(includes abstract) Braun, Cordula; Bularczyk, Mirja; Heintsch, Jonas; Hanchard, Nigel C A; Physical Therapy Reviews, 2013 Aug; 18 (4): 263-84. (journal article - research, systematic review, tables/charts) "
"1995",2013,"(includes abstract) Reznik, Jacqueline E; Milanese, Steve; Golledge, Jonathon; Biros, Erik; Gordon, Susan; Galea, Mary P; Physical Therapy Reviews, 2013 Aug; 18 (4): 300-7. (journal article - meta analysis, research, systematic review, tables/charts) "
"1996",2013,"(includes abstract) Badr, Hoda; Krebs, Paul; Psycho-Oncology, 2013 Aug; 22 (8): 1688-704. (journal article - meta analysis, research, systematic review) "
"1997",2013,"(includes abstract) Nava, Stefano; Respiratory Care, 2013 Aug; 58 (8): 1367-76. (journal article - review, tables/charts) "
"1998",2013,"(includes abstract) Tonguino, Stefanie; Wilches, Esther Cecilia; Revista Ciencias de la Salud, 2013; 11 (3): 323-32. (journal article - research, systematic review, tables/charts) "
"1999",2013,"(includes abstract) Maneiro, R.J.; Salgado, Eva; Carmona, Loreto; Gomez-Reino, Juan J.; Seminars in Arthritis & Rheumatism, 2013 Aug; 43 (1): 9-17. (journal article - meta analysis, research, systematic review, tables/charts) "
"2000",2013,"(includes abstract) Chen, Hong-Lin; Wang, Xiao-Dong; Spinal Cord, 2013 Aug; 51 (8): 596-602. (journal article - meta analysis, research, systematic review, tables/charts) "
"2001",2013,"(includes abstract) Roerecke, Michael; Rehm, Jürgen; Addiction, 2013 Sep; 108 (9): 1562-78. (journal article - meta analysis, research, systematic review, tables/charts) "
"2002",2013,"(includes abstract) Yu-Hong Cui; Chun-Xia Jing; Hong-Wei Pan; American Journal of Clinical Nutrition, 2013 Sep; 98 (3): 778-86. (journal article - equations & formulas, meta analysis, research, systematic review, tables/charts) "
"2003",2013,"(includes abstract) Lopez-Olivo, Maria A; Pratt, Gregory; Palla, Shana L; Salahudeen, Abdulla; American Journal of Kidney Diseases, 2013 Sep; 62 (3): 481-92. (journal article - meta analysis, research, systematic review) "
"2004",2013,"(includes abstract) Palmer, Suetonia C; Vecchio, Mariacristina; Craig, Jonathan C; Tonelli, Marcello; Johnson, David W; Nicolucci, Antonio; Pellegrini, Fabio; Saglimbene, Valeria; Logroscino, Giancarlo; Hedayati, S Susan; et al.; American Journal of Kidney Diseases, 2013 Sep; 62 (3): 493-505. (journal article - meta analysis, research, systematic review) "
"2005",2013,"(includes abstract) Zhu, Bin; Wang, Ying; Jardine, Meg; Jun, Min; Lv, Ji-Cheng; Cass, Alan; Liyanage, Thaminda; Chen, Hong-Yu; Wang, Yong-Jun; Perkovic, Vlado; American Journal of Kidney Diseases, 2013 Sep; 62 (3): 515-30. (journal article - meta analysis, research, systematic review) "
"2006",2013,"(includes abstract) Wade, Matthew T; Rindone, Joseph P; American Journal of Therapeutics, 2013 Sep-Oct; 20 (5): 543-8. (journal article - review) "
"2007",2013,"(includes abstract) Allen, Robert W; Schwartzman, Emmanuelle; Baker, William L; Coleman, Craig I; Phung, Olivia J; Annals of Family Medicine, 2013 Sep-Oct; 11 (5): 452-9. (journal article - meta analysis, research, systematic review) "
"2008",2013,"(includes abstract) Ioppolo, Francesco; Tattoli, Maria; Di Sante, Luca; Venditto, Teresa; Tognolo, Lucrezia; Delicata, Mariachiara; Rizzo, Rosaria Sabrina; Di Tanna, Gianluca; Santilli, Valter; Archives of Physical Medicine & Rehabilitation, 2013 Sep; 94 (9): 1699-706. (journal article - meta analysis, research, systematic review, tables/charts) "
"2009",2013,"(includes abstract) Lefèvre, Guillaume; Dauchet, Luc; Hachulla, Eric; Montani, David; Sobanski, Vincent; Lambert, Marc; Hatron, Pierre-Yves; Humbert, Marc; Launay, David; Arthritis & Rheumatism, 2013 Sep; 65 (9): 2412-23. (journal article - meta analysis, research, systematic review, tables/charts) "
"2010",2013,"(includes abstract) Liew, Akc; Punnanithinont, N; Lee, Y-C; Yang, J; Australian Dental Journal, 2013 Sep; 58 (3): 350-7. (journal article - meta analysis, research, systematic review) "
"2011",2013,"(includes abstract) Haregot Hilawe, Esayas; Hiroshi Yatsuya; Kawaguchi, Leo; Atsuko Aoyama; Bulletin of the World Health Organization, 2013 Sep; 91 (9): 671-682D. (journal article - meta analysis, research, systematic review, tables/charts) "
"2012",2013,"(includes abstract) Kishi, Taro; Iwata, Nakao; CNS Drugs, 2013 Sep; 27 (9): 731-41. (journal article - meta analysis, research, systematic review) "
"2013",2013,"(includes abstract) Nikpoor P; Bain E; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2014",2013,"(includes abstract) van der Schans CP; Prasad A; Main E; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2015",2013,"(includes abstract) Lim CE; Ho KK; Cheng NC; Wong FW; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2016",2013,"(includes abstract) Phelps D; Lakatos L; Watts J; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2017",2013,"(includes abstract) Smith F; Dryburgh N; Donaldson J; Mitchell M; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2018",2013,"(includes abstract) Rimer J; Dwan K; Lawlor DA; Greig CA; McMurdo M; Morley W; Mead GE; Cochrane Database of Systematic Reviews, 2013; (9): N.PAG. (journal article - research, systematic review) "
"2019",2013,"(includes abstract) Antonarakis, G. S.; Patel, R. N.; Tompson, B.; Community Dental Health, 2013 Sep; 30 (3): 189-95. (journal article - meta analysis, research, systematic review, tables/charts) "
"2020",2013,"(includes abstract) Ayer Botrel, Tobias Engel; Paladini, Luciano; Clark, OtÃ¡vio Augusto C.; Core Evidence, 2013; 8: 69-78. (journal article - meta analysis, research, systematic review, tables/charts) "
"2021",2013,"(includes abstract) Winter, David; Bradshaw, Siobhan; Bunn, Frances; Wellsted, David; Counselling & Psychotherapy Research, 2013 Sep; 13 (3): 164-83. (journal article - meta analysis, pictorial, research, systematic review, tables/charts) "
"2022",2013,"(includes abstract) Zhou, Feihu; Peng, Zhiyong; Murugan, Raghavan; Kellum, John A; Critical Care Medicine, 2013 Sep; 41 (9): 2209-20. (journal article - meta analysis, research, systematic review) "
"2023",2013,"(includes abstract) Qi, Wei-Xiang; Lin, Feng; He, Ai-Na; Tang, Li-Na; Shen, Zan; Yao, Yang; Current Medical Research & Opinion, 2013 Sep; 29 (9): 1067-73. (journal article - meta analysis, research, systematic review) "
"2024",2013,"(includes abstract) Koulaouzidis, Anastasios; Giannakou, Andry; Yung, Diana E; Dabos, Konstantinos J; Plevris, John N; Current Medical Research & Opinion, 2013 Sep; 29 (9): 1171-85. (journal article - meta analysis, research, systematic review) "
"2025",2013,"(includes abstract) Gowin, Joshua L; Mackey, Scott; Paulus, Martin P; Drug & Alcohol Dependence, 2013 Sep 1; 132 (1-2): 13-21. (journal article - meta analysis, research, systematic review) "
"2026",2013,"(includes abstract) PÃ©choux, Cecile Le; Mercier, Olaf; Belemsagha, Deborah; Bouaita, Ryan; Besse, Benjamin; Fadel, Elie; EJC Supplements, 2013 Sep; 11 (2): 123-30. (journal article - review) "
"2027",2013,"(includes abstract) Singh, Balwinder; Mommer, Shannon K; Erwin, Patricia J; Mascarenhas, Soniya S; Parsaik, Ajay K; Emergency Medicine Journal, 2013 Sep; 30 (9): 701-6. (journal article - meta analysis, research, systematic review) "
"2028",2013,"(includes abstract) Yaghoobi, Mohammad; Mayrand, Serge; Martel, Myriam; Roshan-Afshar, Ira; Bijarchi, Raheleh; Barkun, Alan; Gastrointestinal Endoscopy, 2013 Sep; 78 (3): 468-75. (journal article - CEU, meta analysis, research, systematic review, tables/charts) "
"2029",2013,"(includes abstract) Baumgarten, Miriam; Polanski, Lukasz; Campbell, Bruce; Raine-Fenning, Nick; Human Fertility, 2013 Sep; 16 (3): 168-74. (journal article - meta analysis, research, systematic review) "
"2030",2013,"(includes abstract) Krishna, Murali; Honagodu, Abhijit; Rajendra, Rajgopal; Sundarachar, Rajesh; Lane, Steven; Lepping, Peter; International Journal of Geriatric Psychiatry, 2013 Sep; 28 (9): 881-8. (journal article - meta analysis, research, systematic review) "
"2031",2013,"(includes abstract) Tam-Tham, Helen; Cepoiu-Martin, Monica; Ronksley, Paul E; Maxwell, Colleen J; Hemmelgarn, Brenda R; International Journal of Geriatric Psychiatry, 2013 Sep; 28 (9): 889-902. (journal article - meta analysis, research, systematic review) "
"2032",2013,"(includes abstract) Sagirkaya, ElÃ§in; Kucukekenci, Ahmet Serkan; Karasoy, Durdu; AkÃ§a, KivanÃ§; Eckert, Steven; Ãehreli, Murat Cavit; International Journal of Oral & Maxillofacial Implants, 2013; 28 (5): 1243-63. (journal article - meta analysis, research, systematic review, tables/charts) "
"2033",2013,"(includes abstract) Sharp, William; Berry, Rashelle; McCracken, Courtney; Nuhu, Nadrat; Marvel, Elizabeth; Saulnier, Celine; Klin, Ami; Jones, Warren; Jaquess, David; Journal of Autism & Developmental Disorders, 2013 Sep; 43 (9): 2159-73. (journal article - meta analysis, research, systematic review, tables/charts) "
"2034",2013,"(includes abstract) Borgnakke, Wenche S.; Journal of Evidence-Based Dental Practice, 2013 Sep; 13 (3): 88-90. (journal article - meta analysis, research, systematic review, tables/charts) "
"2035",2013,"(includes abstract) Maltz, Marisa; Alves, Luana Severo; Journal of Evidence-Based Dental Practice, 2013 Sep; 13 (3): 120-2. (journal article - meta analysis, research, systematic review, tables/charts) "
"2036",2013,"(includes abstract) van der Eng, Dorien M.; Schepers, Tim; Goslings, J. Carel; Schep, Niels W.L.; Journal of Foot & Ankle Surgery, 2013 Sep; 52 (5): 622-8. (journal article - meta analysis, research, systematic review) "
"2037",2013,"(includes abstract) Kietrys, David M.; Palombaro, Kerstin M.; Azzaretto, Erica; Hubler, Richard; Schaller, Bret; Schlussel, J. Mathew; Tucker, Mary; Journal of Orthopaedic & Sports Physical Therapy, 2013 Sep; 43 (9): 620-34. (journal article - meta analysis, research, systematic review, tables/charts) "
"2038",2013,"(includes abstract) Conway, Aaron; Inglis, Sally C; Chang, Anne M; Horton-Breshears, Margaret; Cleland, John Gf; Clark, Robyn A; Journal of Telemedicine & Telecare, 2013; 19 (6): 326-37. (journal article - research, systematic review) "
"2039",2013,"(includes abstract) Silva, Raimunda B.; Eslick, Guy D.; Duque, Gustavo; Journal of the American Medical Directors Association, 2013 Sep; 14 (9): 685-689.e2. (journal article - meta analysis, research, systematic review) "
"2040",2013,"(includes abstract) Tian, X.; Liang, X. M.; Song, G.M.; Zhao, Y.; Yang, X. L.; Journal of Wound Care, 2013 Sep; 22 (9): 462-9. (journal article - meta analysis, pictorial, research, systematic review, tables/charts) "
"2041",2013,"(includes abstract) Ju Eun Song; Jeong Ah Ahn; Korean Journal of Women Health Nursing, 2013 Sep; 19 (3): 129-41. (journal article - meta analysis, research, systematic review, tables/charts) "
"2042",2013,"(includes abstract) Skoetz, Nicole; Trelle, Sven; Rancea, Michaela; Haverkamp, Heinz; Diehl, Volker; Engert, Andreas; Borchmann, Peter; Lancet Oncology, 2013 Sep; 14 (10): 943-52. (journal article - meta analysis, research, systematic review) "
"2043",2013,"(includes abstract) Rasmussen, Peter; Siebenmann, Christoph; DÍAz, VÍCtor; Lundby, Carsten; Medicine & Science in Sports & Exercise, 2013 Sep; 45 (9): 1767-72. (journal article - equations & formulas, meta analysis, research, systematic review) "
"2044",2013,"(includes abstract) Kuppinger, David D.; Rittler, Peter; Hartl, Wolfgang H.; Rüttinger, Dominik; Nutrition, 2013; 29 (9): 1075-9. (journal article - research, systematic review, tables/charts) "
"2045",2013,"(includes abstract) Rouhani, Mohammad Hossein; Salehi-Abargouei, Amin; Azadbakht, Leila; Nutrition, 2013; 29 (9): 1100-5. (journal article - meta analysis, research, systematic review, tables/charts) "
"2046",2013,"(includes abstract) Blanch-Hartigan, Danielle; Ruben, Mollie A; Patient Education & Counseling, 2013 Sep; 92 (3): 328-36. (journal article - research, systematic review) "
"2047",2013,"(includes abstract) Goyal, Neera K.; Teeters, Angelique; Ammerman, Robert T.; Pediatrics, 2013 Sep; 132 (3): 502-16. (journal article - meta analysis, research, systematic review, tables/charts) "
"2048",2013,"(includes abstract) Burt, S. A.; Psychological Medicine, 2013 Sep; 43 (9): 1801-12. (journal article - meta analysis, research, systematic review) "
"2049",2013,"(includes abstract) Zheng, Xi; Lyu, Lin; Mei, Zhechuan; Revista Espanola de Enfermedades Digestivas, 2013 Sep; 105 (8): 445-53. (journal article - meta analysis, research, review) "
"2050",2013,"(includes abstract) Theivanayagam, Shoba; Lim, Roxanne G.; Cobell, William J.; Gowda, Jayashree T.; Matteson, Michelle L.; Choudhary, Abhishek; Bechtold, Matthew L.; Saudi Journal of Gastroenterology, 2013 Sep; 19 (5): 205-10. (journal article - meta analysis, research, systematic review, tables/charts) "
"2051",2013,"(includes abstract) Peters, Sanne A E; Huxley, Rachel R; Woodward, Mark; Stroke (00392499), 2013 Sep; 44 (9): 2394-401. (journal article - meta analysis, research, systematic review) "
"2052",2013,"(includes abstract) Lin, Jennifer S; Olson, Carin M; Johnson, Eric S; Whitlock, Evelyn P; Annals of Internal Medicine, 2013 Sep 3; 159 (5): 333-41. (journal article - research, systematic review) "
"2053",2013,"(includes abstract) Reiman, Michael P; Goode, Adam P; Hegedus, Eric J; Cook, Chad E; Wright, Alexis A; British Journal of Sports Medicine, 2013 Sep; 47 (14): 893-902. (journal article - meta analysis, research, systematic review) "
"2054",2013,"(includes abstract) Embleton, Lonnie; Mwangi, Ann; Vreeman, Rachel; Ayuku, David; Braitstein, Paula; Addiction, 2013 Oct; 108 (10): 1722-33. (journal article - meta analysis, pictorial, research, systematic review, tables/charts) "
"2055",2013,"(includes abstract) Wen, Hanchun; Zhang, Yougui; Zhu, Jijin; Lan, Yunyun; Yang, Han; American Journal of Cardiovascular Drugs, 2013 Oct; 13 (5): 365-73. (journal article - meta analysis, research, systematic review, tables/charts) "
"2056",2013,"(includes abstract) Zhou, Liang; Chen, Pinyi; Liu, Ling; Zhang, Yanqi; Liu, Xiaoyu; Wu, Yazhou; Jiang, Lei; Cheng, Dixiang; Huang, Wenquan; Pettigrew, Julia Christine; et al.; American Journal of Chinese Medicine, 2013; 41 (5): 1011-25. (journal article - meta analysis, research, systematic review, tables/charts) "
"2057",2013,"(includes abstract) Nan-Nan Luan; Qi-Jun Wu; Ting-Ting Gong; Emily Vogtmann; Yong-Lai Wang; Bei Lin; American Journal of Clinical Nutrition, 2013 Oct; 98 (4): 1020-31. (journal article - meta analysis, research, systematic review, tables/charts) "
"2058",2013,"(includes abstract) Aune, Dagfinn; Norat, Teresa; Romundstad, Pål; Vatten, Lars J.; American Journal of Clinical Nutrition, 2013 Oct; 98 (4): 1066-83. (journal article - meta analysis, research, systematic review, tables/charts) "
"2059",2013,"(includes abstract) Malik, Vasanti S.; An Pan; Willett, Walter C.; Hu, Frank B.; American Journal of Clinical Nutrition, 2013 Oct; 98 (4): 1084-102. (journal article - meta analysis, research, systematic review, tables/charts) "
"2060",2013,"(includes abstract) Wang, Chih-Hung; Huang, Chien-Hua; Chang, Wei-Tien; Tsai, Min-Shan; Liu, Sot Shih-Hung; Wu, Cheng-Yi; Lee, Yi-Chia; Yen, Zui-Shen; Fang, Cheng-Chung; Chen, Wen-Jone; American Journal of Emergency Medicine, 2013 Oct; 31 (10): 1472-8. (journal article - meta analysis, research, systematic review) "
"2061",2013,"(includes abstract) Wang, Zhi Jian; Harjai, Kishore J; Shenoy, Chetan; Gao, Fei; Shi, Dong Mei; Liu, Yu Yang; Zhao, Ying Xin; Zhou, Yu Jie; American Journal of Kidney Diseases, 2013 Oct; 62 (4): 711-21. (journal article - meta analysis, research, systematic review) "
"2062",2013,"(includes abstract) Li Wang; Jun Li He; Xian Hong Zhang; American Journal of Perinatology, 2013 Oct; 30 (9): 731-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"2063",2013,"(includes abstract) Bicket, Mark C; Gupta, Anita; Brown 4th, Charlie H; Cohen, Steven P; Anesthesiology, 2013 Oct; 119 (4): 907-31. (journal article - meta analysis, research, systematic review) "
"2064",2013,"(includes abstract) Motaghi, Zahra; Poorolajal, Jalal; Keramat, Afsaneh; Shariati, Mohammad; Yunesian, Masud; Masoumi, Seyyedeh Zahra; Archives of Iranian Medicine (AIM), 2013 Oct; 16 (10): 594-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"2065",2013,"(includes abstract) Li, Kaiwen; Lin, Tianxin; Fan, Xinxiang; Xu, Kewei; Bi, Liangkuan; Duan, Yu; Zhou, Yu; Yu, Min; Li, Jielin; Huang, Jian; Cancer Treatment Reviews, 2013 Oct; 39 (6): 551-60. (journal article - meta analysis, research, systematic review) "
"2066",2013,"(includes abstract) Persoon, Saskia; Kersten, Marie José; van der Weiden, Karen; Buffart, Laurien M; Nollet, Frans; Brug, Johannes; Chinapaw, Mai J M; Cancer Treatment Reviews, 2013 Oct; 39 (6): 682-90. (journal article - meta analysis, research, systematic review) "
"2067",2013,"(includes abstract) Fernando, Malindu; Crowther, Robert; Lazzarini, Peter; Sangla, Kunwarjit; Cunningham, Margaret; Buttner, Petra; Golledge, Jonathan; Clinical Biomechanics, 2013 Oct; 28 (8): 831-45. (journal article - meta analysis, research, systematic review) "
"2068",2013,"(includes abstract) Qin, Xianhui; Huo, Yong; Xie, Di; Hou, Fanfan; Xu, Xiping; Wang, Xiaobin; Clinical Nutrition, 2013 Oct; 32 (5): 722-7. (journal article - meta analysis, research, systematic review, tables/charts) "
"2069",2013,"(includes abstract) Malloy, Rhynn J.; Kanaan, Abir O.; Silva, Matthew A.; Donovan, Jennifer L.; Clinical Therapeutics, 2013; 35 (10): 1490-500. (journal article - meta analysis, research, systematic review, tables/charts) "
"2070",2013,"(includes abstract) Chengmi Zhang; Jingjie Li; Di Zhao; Yingwei Wang; Clinical Therapeutics, 2013; 35 (10): 1622-31. (journal article - meta analysis, research, systematic review, tables/charts) "
"2071",2013,"(includes abstract) Hsu, Warrington W Q; Sing, C W; He, Ying; Worsley, Alan J; Wong, Ian C K; Chan, Esther W; CNS Drugs, 2013 Oct; 27 (10): 817-27. (journal article - meta analysis, research, systematic review) "
"2072",2013,"(includes abstract) Simha A; Braganza A; Abraham L; Samuel P; Lindsley K; Cochrane Database of Systematic Reviews, 2013; (10): N.PAG. (journal article - research, systematic review) "
"2073",2013,"(includes abstract) Lopez LM; Otterness C; Chen M; Steiner M; Gallo MF; Cochrane Database of Systematic Reviews, 2013; (10): N.PAG. (journal article - research, systematic review) "
"2074",2013,"(includes abstract) Knijnenburg SL; Mulder RL; Schouten-Van Meeteren AY; Bökenkamp A; Blufpand H; van Dulmen-den Broeder E; Veening MA; Kremer LC; Jaspers MW; Cochrane Database of Systematic Reviews, 2013; (10): N.PAG. (journal article - research, systematic review) "
"2075",2013,"(includes abstract) Eliya-Masamba MC; Banda GW; Cochrane Database of Systematic Reviews, 2013; (10): N.PAG. (journal article - research, systematic review) "
"2076",2013,"(includes abstract) Calanna, Salvatore; Christensen, Mikkel; Holst, Jens J; Laferrère, Blandine; Gluud, Lise L; Vilsbøll, Tina; Knop, Filip K; Diabetes Care, 2013 Oct; 36 (10): 3346-52. (journal article - meta analysis, research, systematic review) "
"2077",2013,"(includes abstract) Upadhyay, Ravi Prakash; Misra, Puneet; Chellaiyan, Vinoth G; Das, Timiresh K; Adhikary, Mrinmoy; Chinnakali, Palanivel; Yadav, Kapil; Sinha, Smita; Diabetes Research & Clinical Practice, 2013 Oct; 102 (1): 1-7. (journal article - meta analysis, research, systematic review) "
"2078",2013,"(includes abstract) Kovac, Anthony; Drugs, 2013; 73 (14): 1525-47. (journal article - meta analysis, research, systematic review, tables/charts) "
"2079",2013,"(includes abstract) Ghidei, Luwam; Simone, Mark; Salow, Marci; Zimmerman, Kristin; Paquin, Allison; Skarf, Lara; Kostas, Tia; Rudolph, James; Drugs & Aging, 2013; 30 (10): 809-19. (journal article - meta analysis, research, systematic review, tables/charts) "
"2080",2013,"(includes abstract) Ronellenfitsch, Ulrich; Schwarzbach, Matthias; Hofheinz, Ralf; Kienle, Peter; Kieser, Meinhard; Slanger, Tracy E.; Burmeister, Bryan; Kelsen, David; Niedzwiecki, Donna; Schuhmacher, Christoph; et al.; European Journal of Cancer, 2013 Oct; 49 (15): 3149-58. (journal article - meta analysis, research, systematic review) "
"2081",2013,"(includes abstract) Wu, Xiao-Dan; Zeng, Kai; Xue, Fang-Qin; Chen, Jin-Hua; Chen, Yan-Qing; European Journal of Clinical Pharmacology, 2013 Oct; 69 (10): 1855-60. (journal article - meta analysis, research, systematic review, tables/charts) "
"2082",2013,"(includes abstract) Liu, Jie; Yu, Wenhua; Liu, Shuye; European Journal of Gastroenterology & Hepatology, 2013 Oct; 25 (10): 1152-8. (journal article - meta analysis, research, systematic review) "
"2083",2013,"(includes abstract) Zeng, Tao; Zhang, Cui-Li; Han, Xiao-Ying; Zhao, Sheng; Xie, Ke-Qin; European Journal of Gastroenterology & Hepatology, 2013 Oct; 25 (10): 1183-9. (journal article - meta analysis, research, systematic review) "
"2084",2013,"(includes abstract) García-Fernández, Francisco Pedro; Pancorbo-Hidalgo, Pedro L.; Agreda, J. Javier Soldevilla; Rodríguez Torres, M<sup>a</sup> del Carmen; EWMA Journal, 2013 Oct; 13 (2): 7-13. (journal article - meta analysis, research, systematic review, tables/charts) "
"2085",2013,"(includes abstract) Fuccio, Lorenzo; Hassan, Cesare; Laterza, Liboria; Correale, Loredana; Pagano, Nico; Bocus, Paolo; Fabbri, Carlo; Maimone, Antonella; Cennamo, Vincenzo; Repici, Alessandro; et al.; Gastrointestinal Endoscopy, 2013 Oct; 78 (4): 596-608. (journal article - meta analysis, research, systematic review, tables/charts) "
"2086",2013,"(includes abstract) Woertman, Willem; Vermeulen, Bram; Groenewoud, Hans; van der Wilt, Gert Jan; Health Policy, 2013 Oct; 112 (3): 234-40. (journal article - meta analysis, research, systematic review) "
"2087",2013,"(includes abstract) Caldeira, Daniel; Martins, Cristina; Alves, Luís Brandao; Pereira, Hélder; Ferreira, Joaquim J; Costa, Joao; Heart, 2013 Oct; 99 (19): 1383-9. (journal article - meta analysis, research, systematic review) "
"2088",2013,"(includes abstract) Hoon, Matthew W.; Johnson, Nathan A.; Chapman, Phillip G.; Burke, Louise M.; International Journal of Sport Nutrition & Exercise Metabolism, 2013 Oct; 23 (5): 522-32. (journal article - meta analysis, research, systematic review, tables/charts) "
"2089",2013,"(includes abstract) Mann, Nirmal S.; International Medical Journal, 2013 Oct; 20 (5): 535-6. (journal article - meta analysis, research, systematic review, tables/charts) "
"2090",2013,"(includes abstract) Guogui Sun; Wanning Hu; Yifang Lu; Yadi Wang; Hongfang Zhai; Dawei Cui; International Medical Journal, 2013 Oct; 20 (5): 571-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"2091",2013,"(includes abstract) Reichow, Brian; Volkmar, Fred; Bloch, Michael; Journal of Autism & Developmental Disorders, 2013 Oct; 43 (10): 2435-41. (journal article - meta analysis, research, systematic review, tables/charts) "
"2092",2013,"(includes abstract) Hill-Taylor, B.; Sketris, I.; Hayden, J.; Byrne, S.; O'Sullivan, D.; Christie, R.; Journal of Clinical Pharmacy & Therapeutics, 2013 Oct; 38 (5): 360-72. (journal article - research, systematic review, tables/charts) "
"2093",2013,"(includes abstract) Loke, Y. K.; Ho, R.; Smith, M.; Wong, O.; Sandhu, M.; Sage, W.; Singh, S.; Journal of Clinical Pharmacy & Therapeutics, 2013 Oct; 38 (5): 405-15. (journal article - meta analysis, research, systematic review, tables/charts) "
"2094",2013,"(includes abstract) Nadeem, Rashid; Molnar, Janos; Madbouly, Essam M; Nida, Mahwish; Aggarwal, Saurabh; Sajid, Hassan; Naseem, Jawed; Loomba, Rohit; Journal of Clinical Sleep Medicine, 2013; 9 (10): 1003-12. (journal article - meta analysis, research, systematic review) "
"2095",2013,"(includes abstract) Stather, Philip W; Wild, John B; Sayers, Robert D; Bown, Matthew J; Choke, Edward; Journal of Endovascular Therapy (Allen Press Publishing Services Inc.), 2013 Oct; 20 (5): 623-37. (journal article - meta analysis, research, systematic review) "
"2096",2013,"(includes abstract) Tong, Jasper W. K.; Pui W. Kong; Journal of Orthopaedic & Sports Physical Therapy, 2013 Oct; 43 (10): 700-A8. (journal article - meta analysis, research, systematic review, tables/charts) "
"2097",2013,"(includes abstract) Kraljevic, Marijana; Warnock, Fay F.; Journal of Perinatal & Neonatal Nursing, 2013 Oct-Dec; 27 (4): 311-27. (journal article - research, systematic review, tables/charts) "
"2098",2013,"(includes abstract) Levin, Liran; Halperin-Sternfeld, Michal; Journal of the American Dental Association (JADA), 2013 Oct; 144 (10): 1119-33. (journal article - research, systematic review, tables/charts) "
